Country,Contributor,Fund,Fund focus,Measure Names,Measure Values
Finland,Finland,Partnership for Market Readiness,Mitigation - General,Pledged (USD million current),5.4
Finland,Finland,Special Climate Change Fund (SCCF),Adaptation,Deposited (USD million current),18.32
Finland,Finland,Special Climate Change Fund (SCCF),Adaptation,Pledged (USD million current),18.32
France,France,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Deposited (USD million current),0.67
France,France,Adaptation for Smallholder Agriculture Programme (ASAP),Adaptation,Pledged (USD million current),0.67
France,France,Adaptation Fund (AF),Adaptation,Deposited (USD million current),27.98
France,France,Adaptation Fund (AF),Adaptation,Pledged (USD million current),33.62
France,France,Central African Forest Initiative (CAFI),Mitigation - REDD,Deposited (USD million current),19.64
France,France,Central African Forest Initiative (CAFI),Mitigation - REDD,Pledged (USD million current),19.64
France,France,Clean Technology Fund (CTF),Mitigation - General,Deposited (USD million current),215.36
France,France,Clean Technology Fund (CTF),Mitigation - General,Pledged (USD million current),215.36
France,France,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Deposited (USD million current),5.11
France,France,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Pledged (USD million current),5.11
France,France,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Deposited (USD million current),10.34
France,France,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Pledged (USD million current),10.34
France,France,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),62.32
France,France,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),62.32
France,France,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),95.8
France,France,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),95.8
France,France,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),102
France,France,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),102
France,France,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),59.1
France,France,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),59.1
France,France,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),57.61
France,France,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),57.61
France,France,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),1743.38
France,France,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),1794.75
France,France,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
France,France,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),1781.76
France,France,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),1035.4
France,France,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),1035.4
France,France,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),74.54
France,France,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),123.46
France,France (Paris),Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),1.34
France,France (Paris),Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),1.34
Germany,Germany,Adaptation for Smallholder Agriculture Programme (ASAP+),Multiple Foci,Deposited (USD million current),35.49
Germany,Germany,Adaptation for Smallholder Agriculture Programme (ASAP+),Multiple Foci,Pledged (USD million current),45.76
Germany,Germany,Adaptation Fund (AF),Adaptation,Deposited (USD million current),577.25
Germany,Germany,Adaptation Fund (AF),Adaptation,Pledged (USD million current),579.21
Germany,Germany,Amazon Fund,Mitigation - REDD,Deposited (USD million current),89.4
Germany,Germany,Amazon Fund,Mitigation - REDD,Pledged (USD million current),105.8
Germany,Germany,BioCarbon Fund Initiative for Sustainable Forest Landscapes (BioCarbon Fund ISFL),Mitigation - REDD,Deposited (USD million current),41.26
Germany,Germany,BioCarbon Fund Initiative for Sustainable Forest Landscapes (BioCarbon Fund ISFL),Mitigation - REDD,Pledged (USD million current),41.26
Germany,Germany,Central African Forest Initiative (CAFI),Mitigation - REDD,Deposited (USD million current),265.64
Germany,Germany,Central African Forest Initiative (CAFI),Mitigation - REDD,Pledged (USD million current),277.11
Germany,Germany,Clean Technology Fund (CTF),Mitigation - General,Deposited (USD million current),987.67
Germany,Germany,Clean Technology Fund (CTF),Mitigation - General,Pledged (USD million current),987.67
Germany,Germany,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Deposited (USD million current),321.3
Germany,Germany,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Pledged (USD million current),321.3
Germany,Germany,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Deposited (USD million current),106.38
Germany,Germany,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Pledged (USD million current),106.38
Germany,Germany,Global Energy Efficiency and Renewable Energy Fund (GEEREF),Mitigation - General,Deposited (USD million current),36
Germany,Germany,Global Energy Efficiency and Renewable Energy Fund (GEEREF),Mitigation - General,Pledged (USD million current),36
Germany,Germany,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),97.39
Germany,Germany,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),97.39
Germany,Germany,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),154.26
Germany,Germany,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),154.26
Germany,Germany,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),127.806
Germany,Germany,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),127.806
Germany,Germany,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),98.98
Germany,Germany,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),98.98
Germany,Germany,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),130.06
Germany,Germany,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),130.06
Germany,Germany,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),1689.32
Germany,Germany,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),1689.75
Germany,Germany,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Germany,Germany,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),2160.95
Germany,Germany,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),1003.29
Germany,Germany,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),1003.29
Germany,Germany,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),492.49
Germany,Germany,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),533.76
Germany,Germany,Partnership for Market Readiness,Mitigation - General,Deposited (USD million current),13.2
Germany,Germany,Partnership for Market Readiness,Mitigation - General,Pledged (USD million current),13.2
Germany,Germany,Pilot Program for Climate Resilience (PPCR),Adaptation,Deposited (USD million current),65.67
Germany,Germany,Pilot Program for Climate Resilience (PPCR),Adaptation,Pledged (USD million current),65.67
Germany,Germany,Special Climate Change Fund (SCCF),Adaptation,Deposited (USD million current),120.45
Germany,Germany,Special Climate Change Fund (SCCF),Adaptation,Pledged (USD million current),131.32
Greece,Greece,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),2.54
Greece,Greece,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),2.54
Greece,Greece,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),4.5
Greece,Greece,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),6.264591440
Hungary,Hungary,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),0.7
Hungary,Hungary,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),0.74
Hungary,Hungary,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Hungary,Hungary,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),0.3
Hungary,Hungary,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),4.28
Hungary,Hungary,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),4.28
Hungary,Hungary,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),1.3443
Hungary,Hungary,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),1.3443
Iceland,Iceland,Adaptation Fund (AF),Adaptation,Deposited (USD million current),1.2
Iceland,Iceland,Adaptation Fund (AF),Adaptation,Pledged (USD million current),1.695
Iceland,Iceland,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),2.4
Iceland,Iceland,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),2.87
Iceland,Iceland,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Iceland,Iceland,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),3.29
Iceland,Iceland,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),1
Iceland,Iceland,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),1
Iceland,Iceland,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),1.18
Iceland,Iceland,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),1.18
India,India,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),3.25
India,India,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),3.25
India,India,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),3.16
India,India,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),3.16
India,India,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),4.08
India,India,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),4.08
India,India,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),2.96
India,India,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),2.96
India,India,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),3
India,India,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),3
Indonesia,APBN,Indonesia Climate Change Trust Fund (ICCTF),Multiple Foci,Deposited (USD million current),2.142
Indonesia,APBN,Indonesia Climate Change Trust Fund (ICCTF),Multiple Foci,Pledged (USD million current),5.152
Indonesia,Indonesia,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),0.5
Indonesia,Indonesia,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),0.52
Indonesia,Indonesia,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),0.25
Indonesia,Indonesia,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),0.25
Investment Income,Investment Income,Adaptation Fund (AF),Adaptation,Deposited (USD million current),79.98
Investment Income,Investment Income,Adaptation Fund (AF),Adaptation,Pledged (USD million current),79.98
Investment Income,Investment Income,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Deposited (USD million current),29.28
Investment Income,Investment Income,Forest Carbon Partnership Facility - Carbon Fund (FCPF-CF),Mitigation - REDD,Pledged (USD million current),29.28
Investment Income,Investment Income,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Deposited (USD million current),73.4
Investment Income,Investment Income,Forest Carbon Partnership Facility - Readiness Fund (FCPF-RF),Mitigation - REDD,Pledged (USD million current),73.4
Investment Income,Investment Income,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),329.18
Investment Income,Investment Income,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),329.18
Investment Income,Investment Income,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),49.91
Investment Income,Investment Income,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),49.91
Investment Income,Investment Income,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),46.3
Investment Income,Investment Income,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),46.3
Investment Income,Investment Income,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),97.14
Investment Income,Investment Income,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),97.14
Investment Income,Investment Income,Partnership for Market Readiness,Mitigation - General,Deposited (USD million current),6
Investment Income,Investment Income,Partnership for Market Readiness,Mitigation - General,Pledged (USD million current),6
Investment Income,Investment Income,Special Climate Change Fund (SCCF),Adaptation,Deposited (USD million current),24.89
Investment Income,Investment Income,Special Climate Change Fund (SCCF),Adaptation,Pledged (USD million current),24.89
Ireland,Ireland,Adaptation for Smallholder Agriculture Programme (ASAP+),Multiple Foci,Deposited (USD million current),6.72
Ireland,Ireland,Adaptation for Smallholder Agriculture Programme (ASAP+),Multiple Foci,Pledged (USD million current),5.72
Ireland,Ireland,Adaptation Fund (AF),Adaptation,Deposited (USD million current),12.55
Ireland,Ireland,Adaptation Fund (AF),Adaptation,Pledged (USD million current),13.56
Ireland,Ireland,Global Climate Change Alliance (GCCA),Multiple Foci,Deposited (USD million current),34.76092
Ireland,Ireland,Global Climate Change Alliance (GCCA),Multiple Foci,Pledged (USD million current),34.76092
Ireland,Ireland,Global Environment Facility (GEF4),Multiple Foci,Deposited (USD million current),2.54
Ireland,Ireland,Global Environment Facility (GEF4),Multiple Foci,Pledged (USD million current),2.54
Ireland,Ireland,Global Environment Facility (GEF5),Multiple Foci,Deposited (USD million current),2.77
Ireland,Ireland,Global Environment Facility (GEF5),Multiple Foci,Pledged (USD million current),2.77
Ireland,Ireland,Global Environment Facility (GEF6),Multiple Foci,Deposited (USD million current),2.108
Ireland,Ireland,Global Environment Facility (GEF6),Multiple Foci,Pledged (USD million current),2.108
Ireland,Ireland,Global Environment Facility (GEF7),Multiple Foci,Deposited (USD million current),1.42
Ireland,Ireland,Global Environment Facility (GEF7),Multiple Foci,Pledged (USD million current),1.42
Ireland,Ireland,Global Environment Facility (GEF8),Multiple Foci,Deposited (USD million current),2.12
Ireland,Ireland,Global Environment Facility (GEF8),Multiple Foci,Pledged (USD million current),2.12
Ireland,Ireland,Green Climate Fund (GCF-1),Multiple Foci,Deposited (USD million current),18.02
Ireland,Ireland,Green Climate Fund (GCF-1),Multiple Foci,Pledged (USD million current),18.67
Ireland,Ireland,Green Climate Fund (GCF-2),Multiple Foci,Deposited (USD million current),
Ireland,Ireland,Green Climate Fund (GCF-2),Multiple Foci,Pledged (USD million current),45.36
Ireland,Ireland,Green Climate Fund IRM (GCF IRM),Multiple Foci,Deposited (USD million current),10.7
Ireland,Ireland,Green Climate Fund IRM (GCF IRM),Multiple Foci,Pledged (USD million current),10.7
Ireland,Ireland,Least Developed Countries Fund (LDCF),Adaptation,Deposited (USD million current),30.45
Ireland,Ireland,Least Developed Countries Fund (LDCF),Adaptation,Pledged (USD million current),30.45
Ireland,Ireland,Special Climate Change Fund (SCCF),Adaptation,Deposited (USD million current),3.19
